ID,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate
3002,Arizona,6/11/20,31267,1135,5980,24152,429.5674636,309582,3531,3.630025266,4253.249577,11.29305658
3003,Arkansas,6/11/20,10816,171,7351,3294,358.4063113,176665,925,1.580991124,5854.091253,8.55214497
3004,California,6/11/20,143377,4934,,138443,362.86746,2597647,,3.441277192,6574.287152,
3005,Colorado,6/11/20,28632,1582,4150,22900,497.1924395,230345,5035,5.525286393,3999.9229,17.58521934
3006,Connecticut,6/11/20,44461,4146,7611,32704,1247.052481,321948,9912,9.325026428,9030.072474,22.2936956
3007,Delaware,6/11/20,10106,414,6001,3691,1037.828468,74033,,4.096576291,7602.766173,
3008,Florida,6/11/20,69069,2848,,66221,321.5841594,1306748,11850,4.123412819,6084.19779,17.15675629
3009,Georgia,6/11/20,54973,2375,,52598,517.7621726,584241,9073,4.320302694,5502.662934,16.50446583
3010,Hawaii,6/11/20,692,17,622,53,48.87447453,57295,85,2.456647399,4046.622859,12.28323699
3011,Idaho,6/11/20,3260,85,2628,547,182.422016,60115,262,2.607361963,3363.895549,8.036809816
3012,Illinois,6/11/20,130603,6185,,124418,1030.65692,1123051,,4.735725826,8862.585733,
3013,Indiana,6/11/20,38748,2380,27321,9047,575.560599,327342,6314,6.142252503,4862.319541,16.29503458
3014,Iowa,6/11/20,22973,640,13956,8377,728.1296453,208539,,2.785879075,6609.64733,
3015,Kansas,6/11/20,10823,243,657,9923,371.5013212,123742,954,2.245218516,4247.465258,8.814561582
3016,Kentucky,6/11/20,11945,493,3379,8073,267.3651362,281094,2406,4.127249895,6291.731736,20.14231896
3017,Louisiana,6/11/20,44472,2987,33904,7581,956.6352047,469673,,6.716585717,10103.11492,
3018,Maine,6/11/20,2667,100,2062,505,198.4062038,65457,308,3.749531309,4869.544387,11.54855643
3019,Maryland,6/11/20,60197,2875,4365,52957,995.7027167,392370,9789,4.775985514,6490.088791,16.26160772
3020,Massachusetts,6/11/20,104667,7492,,97175,1518.562995,683088,10654,7.157938987,9910.594163,10.17894847
3021,Michigan,6/11/20,65449,5985,42041,17423,655.3513283,770520,,9.144524744,7715.340272,
3022,Minnesota,6/11/20,29316,1280,24870,3166,519.8211515,381841,3522,4.366216401,6770.672271,12.01391731
3023,Mississippi,6/11/20,18483,868,13356,4259,621.0374548,213885,2614,4.696207326,7186.636153,14.14272575
3024,Missouri,6/11/20,15699,862,,14837,255.7911881,259040,,5.490795592,4220.660511,
3025,Montana,6/11/20,563,18,487,58,52.6769825,55777,74,3.197158082,5218.763859,13.14387211
3026,Nebraska,6/11/20,16315,212,8946,7157,843.4104904,127662,1000,1.299417714,6599.538463,6.129328838
3027,Nevada,6/11/20,10473,459,560,9454,340.015246,193254,,4.382698367,6274.162737,
3028,New Hampshire,6/11/20,5209,308,3585,1316,383.0961138,89907,500,5.912843156,6612.213919,9.598771357
3029,New Jersey,6/11/20,165816,12443,28376,124997,1866.836895,1030793,18492,7.504100931,11605.16719,11.15212042
3030,New Mexico,6/11/20,9367,420,3806,5141,446.7221695,245557,1583,4.483826198,11710.8739,16.89975446
3031,New York,6/11/20,380892,30580,68211,282101,1957.955153,2729005,89995,8.028522521,14028.30567,23.62743245
3032,North Carolina,6/11/20,39584,1106,23653,14825,377.4187926,572677,,2.794058205,5460.263285,
3033,North Dakota,6/11/20,2980,74,2515,391,391.0442982,82788,193,2.483221477,10863.68301,6.476510067
3034,Ohio,6/11/20,40004,2492,,37512,342.2333627,512583,6753,6.229377062,4385.13658,16.88081192
3035,Oklahoma,6/11/20,7626,358,6263,1005,192.7231713,241445,1092,4.6944663,6101.763192,14.31943352
3036,Oregon,6/11/20,5237,171,2350,2716,124.1661109,161804,864,3.265228184,3836.275235,16.49799504
3037,Pennsylvania,6/11/20,81848,6113,55665,20070,639.3381528,554372,,7.46872251,4330.358353,
3038,Rhode Island,6/11/20,15862,823,1419,13620,1497.317723,187803,1842,5.18850082,17727.9511,11.61265919
3039,South Carolina,6/11/20,16441,588,7928,7925,319.3224561,230057,1898,3.576424792,4468.241973,11.54430996
3040,South Dakota,6/11/20,5665,73,4664,928,640.3597318,61744,514,1.288614298,6979.412406,9.07325684
3041,Tennessee,6/11/20,28340,441,18992,8907,414.9843012,535294,2011,1.556104446,7838.341797,7.095977417
3042,Texas,6/11/20,82658,1930,54096,26632,285.0680757,1206320,,2.33492221,4160.315046,
3043,Utah,6/11/20,13252,131,7745,5376,413.3553839,254668,968,0.988530033,7943.585038,7.304557803
3044,Vermont,6/11/20,1110,55,905,150,177.8877512,47209,,4.954954955,7565.678241,
3045,Virginia,6/11/20,52647,1520,6895,44232,616.7990488,407397,7964,2.887154064,4772.961082,15.12716774
3046,Washington,6/11/20,24779,1194,,23585,325.4018146,415342,3773,4.818596392,5454.337966,15.22660317
3047,West Virginia,6/11/20,2217,86,1516,615,123.7063701,121120,,3.879115922,6758.374174,
3048,Wisconsin,6/11/20,21926,682,15348,5896,376.5779054,387980,2976,3.110462465,6663.536246,13.57292712
3049,Wyoming,6/11/20,1009,18,814,177,174.3385416,31618,92,1.7839445,5463.068393,9.117938553
3050,Alabama,6/12/1020,23710,769,13508,9433,483.5632349,286385,2202,3.243357233,5840.79532,9.287220582
3051,Alaska,6/12/1020,624,12,403,209,85.29892214,70880,,1.923076923,9689.082695,
3052,Arizona,6/12/1020,33039,1156,5980,25903,453.9124134,311236,3622,3.498895245,4275.973362,10.96280154
3053,Arkansas,6/12/1020,11547,176,7607,3764,382.6292231,181122,961,1.524205421,6001.781428,8.322508011
3054,California,6/12/1020,146659,4978,,141681,371.1737505,2662258,,3.394268337,6737.808703,
3055,Colorado,6/12/1020,28807,1582,4169,23056,500.2313008,234370,5057,5.491720762,4069.81671,17.554761
3056,Connecticut,6/12/1020,44689,4159,7611,32919,1253.447478,330254,9912,9.306540759,9263.041096,22.1799548
3057,Delaware,6/12/1020,10173,414,6062,3697,1044.708985,77694,,4.069595989,7978.729959,
3058,Florida,6/12/1020,70971,2877,,68094,330.439841,1335899,11986,4.053768441,6219.92438,16.8885883
3059,Georgia,6/12/1020,55783,2418,,53365,525.3911425,591958,9181,4.334653927,5575.345355,16.45841923
3060,Hawaii,6/12/1020,706,17,623,66,49.86326448,58579,86,2.407932011,4137.309022,12.18130312
3061,Idaho,6/12/1020,3353,87,2684,582,187.6260796,61432,265,2.594691321,3437.591806,7.903370116
3062,Illinois,6/12/1020,131198,6260,,124938,1035.352378,1147962,,4.771414198,9059.171527,
3063,Indiana,6/12/1020,39146,2396,27811,8939,581.4724684,335180,6349,6.120676442,4978.74475,16.21877076
3064,Iowa,6/12/1020,23350,644,14227,8479,740.078667,214544,,2.758029979,6799.975912,
3065,Kansas,6/12/1020,10973,243,667,10063,376.6500968,129152,973,2.214526565,4433.164431,8.867219539
3066,Kentucky,6/12/1020,12166,497,3379,8290,272.3117829,281094,2406,4.085155351,6291.731736,19.77642611
3067,Louisiana,6/12/1020,44995,2996,33904,8095,967.8854344,479534,,6.658517613,10315.23445,
3068,Maine,6/12/1020,2721,100,2105,516,202.4234273,66887,308,3.675119441,4975.926416,11.31936788
3069,Maryland,6/12/1020,60613,2900,4474,53239,1002.583663,400095,9923,4.78445218,6617.86598,16.37107551
3070,Massachusetts,6/12/1020,105059,7538,,97521,1524.250334,693359,10726,7.175015943,10059.61115,10.20950133
3071,Michigan,6/12/1020,65672,5990,42041,17641,657.584263,786287,,9.121086612,7873.21777,
3072,Minnesota,6/12/1020,29795,1305,25028,3462,528.3146134,395202,3557,4.379929518,7007.584892,11.93824467
3073,Mississippi,6/12/1020,19091,881,13356,4854,641.4665395,214493,2643,4.61473993,7207.065238,13.84421979
3074,Missouri,6/12/1020,15997,881,,15116,260.6466422,265135,,5.507282615,4319.969212,
3075,Montana,6/12/1020,573,18,489,66,53.6126305,57022,77,3.141361257,5335.252036,13.43804538
3076,Nebraska,6/12/1020,16522,215,9229,7078,854.1114387,130773,1029,1.301295243,6760.36286,6.228059557
3077,Nevada,6/12/1020,10704,461,604,9639,347.5148661,199447,,4.306801196,6475.223982,
3078,New Hampshire,6/12/1020,5251,315,3665,1271,386.1850055,91917,504,5.998857361,6760.03945,9.598171777
3079,New Jersey,6/12/1020,166164,12489,28509,125166,1870.754848,1055396,18607,7.516068462,11882.15969,11.19797309
3080,New Mexico,6/12/1020,9526,420,3983,5123,454.3050482,255284,1625,4.408985933,12174.76485,17.05857653
3081,New York,6/12/1020,381714,30758,68399,282557,1962.1806,2801400,89995,8.057865313,14400.44833,23.57655208
3082,North Carolina,6/12/1020,41417,1121,23653,16643,394.8957693,595697,,2.706618055,5679.750467,
3083,North Dakota,6/12/1020,3016,74,2573,369,395.7683233,84164,197,2.453580902,11044.24574,6.531830239
3084,Ohio,6/12/1020,40424,2510,,37914,345.8264537,523718,6814,6.209182664,4480.396267,16.85632298
3085,Oklahoma,6/12/1020,7849,360,6391,1098,198.3587951,246214,1103,4.586571538,6222.284672,14.05274557
3086,Oregon,6/12/1020,5377,173,2370,2834,127.4854264,166189,875,3.217407476,3940.24094,16.27301469
3087,Pennsylvania,6/12/1020,82481,6162,56939,19380,644.282697,566384,,7.47081146,4424.187523,
3088,Rhode Island,6/12/1020,15947,833,1435,13679,1505.341428,191518,1853,5.223553019,18078.6342,11.61974039
3089,South Carolina,6/12/1020,17170,593,8682,7895,333.4813315,236059,1988,3.453698311,4584.814771,11.5783343
3090,South Dakota,6/12/1020,5742,74,4755,913,649.0636505,63005,525,1.288749565,7121.953205,9.143155695
3091,Tennessee,6/12/1020,29118,466,19425,9227,426.3766013,590173,2049,1.600384642,8641.938249,7.036884401
3092,Texas,6/12/1020,84927,1956,55258,27713,292.8933251,1226957,,2.303154474,4231.487224,
3093,Utah,6/12/1020,13577,139,7935,5503,423.4927594,258786,988,1.023790233,8072.033383,7.277012595
3094,Vermont,6/12/1020,1119,55,907,157,179.3300843,48634,,4.91510277,7794.047651,
3095,Virginia,6/12/1020,53211,1534,7002,44675,623.4067313,450530,8028,2.882862566,5278.296493,15.08710605
3096,Washington,6/12/1020,25171,1204,,23967,330.5496216,425212,3772,4.783282349,5583.952394,14.98549919
3097,West Virginia,6/12/1020,2249,88,1553,608,125.4919379,124039,,3.912850156,6921.251438,
3098,Wisconsin,6/12/1020,22246,689,15783,5774,382.0738887,399608,3003,3.097186011,6863.246539,13.49905601
3099,Wyoming,6/12/1020,1027,18,814,195,177.4486444,31900,92,1.752677702,5511.793337,8.958130477
3100,Alabama,6/13/20,24601,773,13508,10320,501.7350967,293252,2241,3.142148693,5980.847143,9.109385797
3101,Alaska,6/13/20,653,12,405,236,89.26313487,71803,,1.837672282,9815.254017,
3102,Arizona,6/13/20,34660,1189,6209,27262,476.1828218,328397,3692,3.430467398,4511.742935,10.65204847
3103,Arkansas,6/13/20,12095,177,7607,4311,400.7881228,187017,979,1.463414634,6197.122146,8.094253824
3104,California,6/13/20,150018,5076,,144942,379.6749173,2724393,,3.383593969,6895.063839,
3105,Colorado,6/13/20,29002,1597,4184,23221,503.6174605,236461,5234,5.506516792,4106.126761,18.04703124
3106,Connecticut,6/13/20,44994,4186,7611,33197,1262.002189,344254,9912,9.303462684,9655.716356,22.02960395
3107,Delaware,6/13/20,10229,419,6116,3694,1050.459865,80099,,4.096197087,8225.70972,
3108,Florida,6/13/20,73552,2925,,70627,342.4569358,1370413,12155,3.976778334,6380.621012,16.5257233
3109,Georgia,6/13/20,56804,2447,,54357,535.0074119,599680,9224,4.307795226,5648.074867,16.23829308
3110,Hawaii,6/13/20,723,17,627,79,51.06393798,59338,87,2.35131397,4190.915563,12.03319502
3111,Idaho,6/13/20,3353,87,2776,490,187.6260796,62658,265,2.594691321,3506.195913,7.903370116
3112,Illinois,6/13/20,131871,6289,,125582,1040.663374,1169806,,4.769054606,9231.554013,
3113,Indiana,6/13/20,39543,2413,28241,8889,587.369484,340637,6349,6.102217839,5059.802719,16.0559391
3114,Iowa,6/13/20,23717,650,14326,8741,751.7107386,219608,,2.740650167,6960.479482,
3115,Kansas,6/13/20,11020,245,667,10108,378.2633798,129152,973,2.22323049,4433.164431,8.829401089
3116,Kentucky,6/13/20,12445,499,3409,8537,278.5566446,294585,2433,4.009642427,6593.701016,19.55002009
3117,Louisiana,6/13/20,46283,3004,33904,9375,995.5915448,504383,,6.490504073,10849.76017,
3118,Maine,6/13/20,2757,100,2152,505,205.1015762,68350,313,3.627130939,5084.763415,11.35291984
3119,Maryland,6/13/20,61305,2926,4536,53843,1014.029853,408758,10053,4.772857026,6761.158381,16.39833619
3120,Massachusetts,6/13/20,105395,7576,,97819,1529.125196,703596,10772,7.188196784,10208.13484,10.2205987
3121,Michigan,6/13/20,65836,6013,44964,14859,659.2264213,799483,,9.13330093,8005.351433,
3122,Minnesota,6/13/20,30172,1314,25620,3238,534.9994468,407992,3581,4.355031155,7234.372739,11.86861991
3123,Mississippi,6/13/20,19348,889,13356,5103,650.1018598,213885,2644,4.594790159,7186.636153,13.66549514
3124,Missouri,6/13/20,16232,885,,15347,264.4756077,269796,,5.452193199,4395.913076,
3125,Montana,6/13/20,588,18,510,60,55.0161025,58004,77,3.06122449,5427.132669,13.0952381
3126,Nebraska,6/13/20,16640,215,9610,6815,860.2114962,134377,1067,1.292067308,6946.673091,6.412259615
3127,Nevada,6/13/20,10997,462,627,9908,357.0273713,204880,,4.201145767,6651.611152,
3128,New Hampshire,6/13/20,5299,318,3843,1138,389.7151674,93956,503,6.001132289,6909.997786,9.492357048
3129,New Jersey,6/13/20,166605,12621,28606,125378,1875.719839,1078215,18707,7.575402899,12139.06705,11.22835449
3130,New Mexico,6/13/20,9621,431,3983,5207,458.835699,255284,1625,4.479783806,12174.76485,16.89013616
3131,New York,6/13/20,382630,30795,68584,283251,1966.88925,2872240,89995,8.048245041,14764.5976,23.52011081
3132,North Carolina,6/13/20,42845,1127,23653,18065,408.5112209,611690,,2.63041195,5832.237804,
3133,North Dakota,6/13/20,3058,74,2630,354,401.2796859,85873,197,2.419882276,11268.50571,6.442119032
3134,Ohio,6/13/20,40851,2556,,38295,349.4794296,538898,6864,6.256884776,4610.260841,16.80252625
3135,Oklahoma,6/13/20,8073,359,6495,1219,204.0196908,246439,1111,4.446921838,6227.970839,13.76192246
3136,Oregon,6/13/20,5377,173,2396,2808,127.4854264,166189,875,3.217407476,3940.24094,16.27301469
3137,Pennsylvania,6/13/20,82944,6211,58061,18672,647.8993225,575051,,7.488184799,4491.88794,
3138,Rhode Island,6/13/20,15947,833,1435,13679,1505.341428,191518,1853,5.223553019,18078.6342,11.61974039
3139,South Carolina,6/13/20,17955,599,8682,8674,348.7278571,241906,1988,3.336118073,4698.377109,11.07212476
3140,South Dakota,6/13/20,5833,75,4828,930,659.3500999,64513,531,1.285787759,7292.414365,9.103377336
3141,Tennessee,6/13/20,29549,472,19731,9346,432.6877599,601362,2073,1.59734678,8805.77944,7.015465836
3142,Texas,6/13/20,86915,1971,56535,28409,299.7494713,1260319,,2.267732842,4346.544945,
3143,Utah,6/13/20,13981,139,8114,5728,436.0942969,262782,1012,0.994206423,8196.676313,7.238394965
3144,Vermont,6/13/20,1125,55,908,162,180.2916398,49933,,4.888888889,8002.224398,
3145,Virginia,6/13/20,53869,1541,7131,45197,631.1156943,459993,8090,2.860643413,5389.162627,15.01791383
3146,Washington,6/13/20,25538,1213,,24325,335.3691247,439862,3817,4.749784635,5776.338551,14.94635445
3147,West Virginia,6/13/20,2274,88,1568,618,126.8869127,127517,,3.869832894,7115.320339,
3148,Wisconsin,6/13/20,22518,691,16231,5596,386.7454745,410917,3035,3.068656186,7057.478024,13.4781064
3149,Wyoming,6/13/20,1050,18,833,199,181.4226647,33055,93,1.714285714,5711.358268,8.857142857
3150,Alabama,6/14/20,25615,773,13508,11334,522.4155319,297455,2255,3.017763029,6066.566936,8.803435487
3151,Alaska,6/14/20,660,12,411,237,90.22001381,73467,,1.818181818,10042.71781,
3152,Arizona,6/14/20,35706,1191,6333,28182,490.5534863,338045,3726,3.335573853,4644.293768,10.43522097
3153,Arkansas,6/14/20,12501,179,8110,4212,414.2416141,196989,998,1.431885449,6527.561101,7.983361331
3154,California,6/14/20,152300,5099,,147201,385.4503453,2801996,,3.347997374,7091.466355,
3155,Colorado,6/14/20,29115,1598,4178,23339,505.5796967,244643,5244,5.48857977,4248.206551,18.01133436
3156,Connecticut,6/14/20,45088,4201,7611,33276,1264.638723,349106,9912,9.317334989,9791.806382,21.98367637
3157,Delaware,6/14/20,10264,422,6172,3670,1054.054165,81787,,4.111457521,8399.057677,
3158,Florida,6/14/20,75568,2931,,72637,351.8433995,1409015,12224,3.878625873,6560.351307,16.17615922
3159,Georgia,6/14/20,57681,2451,,55230,543.26742,620790,9248,4.24923285,5846.899007,16.03300914
3160,Hawaii,6/14/20,728,17,628,83,51.41707725,60322,89,2.335164835,4260.413371,12.22527473
3161,Idaho,6/14/20,3399,87,2837,475,190.2001326,62980,266,2.559576346,3524.214284,7.825831127
3162,Illinois,6/14/20,132543,6308,,126235,1045.966479,1191846,,4.759210219,9405.483237,
3163,Indiana,6/14/20,39909,2422,28522,8965,592.8060273,348391,6419,6.068806535,5174.980196,16.08409131
3164,Iowa,6/14/20,23926,652,14383,8891,758.3349973,224634,,2.725068963,7119.778642,
3165,Kansas,6/14/20,11101,245,667,10189,381.0437186,129152,973,2.207008378,4433.164431,8.764976128
3166,Kentucky,6/14/20,12445,499,3409,8537,278.5566446,294585,2433,4.009642427,6593.701016,19.55002009
3167,Louisiana,6/14/20,46619,3014,33904,9701,1002.819226,509332,,6.465175143,10956.21789,
3168,Maine,6/14/20,2793,100,2173,520,207.7797252,69858,314,3.58037952,5196.9481,11.24239169
3169,Maryland,6/14/20,61701,2939,4541,54221,1020.579984,415309,10165,4.76329395,6869.516746,16.47461143
3170,Massachusetts,6/14/20,105603,7624,,97979,1532.142968,712710,10802,7.21949187,10340.36547,10.22887607
3171,Michigan,6/14/20,66054,6016,44964,15074,661.4092902,813498,,9.107699761,8145.685875,
3172,Minnesota,6/14/20,30471,1329,26090,3052,540.3012111,417710,3610,4.361524072,7406.688947,11.84733025
3173,Mississippi,6/14/20,19516,891,13356,5269,655.7467385,214053,2665,4.56548473,7192.281032,13.65546218
3174,Missouri,6/14/20,16262,885,,15377,264.9644118,275489,,5.442135039,4488.671802,
3175,Montana,6/14/20,601,19,510,72,56.2324449,58907,77,3.161397671,5511.621684,12.81198003
3176,Nebraska,6/14/20,16730,215,9879,6636,864.8640824,136115,1070,1.285116557,7036.5197,6.395696354
3177,Nevada,6/14/20,11201,463,627,10111,363.6504125,210611,,4.133559504,6837.673157,
3178,New Hampshire,6/14/20,5318,320,3905,1093,391.1125232,96421,513,6.017299737,7091.28631,9.64648364
3179,New Jersey,6/14/20,166881,12659,28714,125508,1878.827181,1097616,18737,7.585644861,12357.49292,11.2277611
3180,New Mexico,6/14/20,9723,435,4072,5216,463.7001873,258994,1625,4.4739278,12351.69868,16.71294868
3181,New York,6/14/20,383324,30825,68761,283738,1970.45672,2934599,89995,8.041500141,15085.15073,23.47752815
3182,North Carolina,6/14/20,44264,1132,23653,19479,422.0408608,627130,,2.557382975,5979.452491,
3183,North Dakota,6/14/20,3080,74,2658,348,404.1665901,86880,197,2.402597403,11400.64719,6.396103896
3184,Ohio,6/14/20,41148,2559,,38589,352.0202582,546220,6895,6.21901429,4672.900394,16.75658598
3185,Oklahoma,6/14/20,8231,359,6578,1294,208.012644,250818,1116,4.361559956,6338.636295,13.55849836
3186,Oregon,6/14/20,5377,173,2396,2808,127.4854264,166189,875,3.217407476,3940.24094,16.27301469
3187,Pennsylvania,6/14/20,83203,6215,58310,18678,649.9224456,583233,,7.469682584,4555.799884,
3188,Rhode Island,6/14/20,15947,833,1435,13679,1505.341428,191518,1853,5.223553019,18078.6342,11.61974039
3189,South Carolina,6/14/20,18795,600,8682,9513,365.0426106,248336,1988,3.192338388,4823.262663,10.57728119
3190,South Dakota,6/14/20,5898,75,4899,924,666.6975637,65319,539,1.271617497,7383.522917,9.138691082
3191,Tennessee,6/14/20,30343,474,19896,9973,444.314349,615220,2087,1.562139538,9008.702956,6.878027881
3192,Texas,6/14/20,88523,1984,58341,28198,305.2950866,1295983,,2.241225444,4469.541726,
3193,Utah,6/14/20,14313,139,8252,5922,446.4500159,267713,1028,0.971145113,8350.483693,7.182281842
3194,Vermont,6/14/20,1127,55,909,163,180.6121582,50982,,4.880212955,8170.336336,
3195,Virginia,6/14/20,54506,1546,7178,45782,638.5786266,469000,8136,2.836384985,5494.686381,14.92679705
3196,Washington,6/14/20,25834,1217,,24617,339.2562443,450146,3845,4.710846172,5911.389694,14.88348688
3197,West Virginia,6/14/20,2290,88,1571,631,127.7796966,131199,,3.84279476,7320.772236,
3198,Wisconsin,6/14/20,22758,692,16558,5508,390.867462,420124,3049,3.040688988,7215.607768,13.3974866
